,AlphaName,SP,Pro Daily Mean,Pro Total
0,alpha001,0.15327798811825902,0.00012190343588960469,1.003618153847825
0,alpha002,0.6029906544151489,0.0006179414348811358,1.1664169166339962
0,alpha003,1.1206606115305278,0.0009823840724147693,1.3493038634892636
0,alpha005,-1.0492631339798368,-0.0007712364806420175,0.7420208041062533
0,alpha007,0.09164726136072107,8.952445080456729e-05,0.9708523486270668
0,alpha008,-0.3953745891601896,-0.00038097012610133603,0.8211790875472971
0,alpha009,0.2997015340342406,0.0002701805336042129,1.0452084988876338
0,alpha010,0.006459443641779021,5.996175086951026e-06,0.9479775972476963
0,alpha011,2.2074189332432805,0.0024874465640152424,2.243451279869978
0,alpha012,0.5456995449042793,0.0004919244007420027,1.1303337191818612
0,alpha013,0.4484256256825066,0.0004073637390093553,1.0991373852386304
0,alpha014,-0.05359608381620699,-4.9314442988435995e-05,0.9293530427833986
0,alpha016,0.7375302040025431,0.0005525247663739473,1.1727337112719705
0,alpha017,0.7071958132564955,0.0006123486684742008,1.181199434129803
0,alpha018,0.42236539072976015,0.0005338717160171863,1.0897544093454896
0,alpha020,0.7781364778762676,0.0009754073269668326,1.2783736318782026
0,alpha021,-0.7988416251120162,-0.0007341370997524253,0.7304345603900491
0,alpha022,0.0797239827150309,9.882022971133447e-05,0.936358550932666
0,alpha023,0.09454875824017449,9.439828344047411e-05,0.9706223580142608
0,alpha024,-0.19240111256905004,-0.0001734271734218355,0.8907386087361555
0,alpha025,2.7457583528272838,0.00221904211813085,1.2679037377828004
0,alpha026,-0.2910477373285259,-0.0002935178509095405,0.9378080966972052
0,alpha027,0.3210693508375881,0.00040388949046789535,1.040388203344312
0,alpha028,0.10281570983386959,0.00010421142391635388,0.9711883851473531
0,alpha029,1.2585655210588302,0.0015258203496875432,1.5666417385761668
0,alpha031,0.5047420320218775,0.00064566347369749,1.1300931094926638
0,alpha032,-1.3245487690689284,-0.0009962758141305406,0.6744206486360884
0,alpha033,1.2387435591004041,0.0009416183762087466,1.10847214199386
0,alpha034,-0.5878772118741254,-0.0007540777148169149,0.689916096360083
0,alpha035,-0.5224656934089862,-0.00044668537563588367,0.8203867329683313
0,alpha036,0.852126322851377,0.000674813248135559,1.2147567566864788
0,alpha037,0.5339573598916317,0.0004420422930909496,1.1165958161451777
0,alpha039,-0.34657128343583504,-0.0003194415105101296,0.8523260558043426
0,alpha040,1.0263351418563915,0.0008822024268284112,1.287635176416578
0,alpha041,-0.26425836379731527,-0.0002348879860980573,0.8744799441959665
0,alpha042,-0.2542687274506286,-0.00019900455041345488,0.8957768828132959
0,alpha043,1.5030608884662697,0.00147339957630036,1.5901364663013422
0,alpha045,-0.4922534472573292,-0.0004202902561980814,0.8247642560126823
0,alpha046,-0.5530501772620393,-0.0006901621633952365,0.7182128373585104
0,alpha047,-0.400394225722771,-0.0004505916378546802,0.7836373697721221
0,alpha048,-1.059267483692458,-0.0009338064424477298,0.690496485181706
0,alpha049,0.17759064741856923,0.00017795080760235726,0.9981765331309048
0,alpha050,-0.2551144383823863,-0.0002547575778698556,0.8580509414914587
0,alpha051,-0.2551144383823863,-0.0002547575778698556,0.8580509414914587
0,alpha052,1.599080491346432,0.001542642013195023,1.5880015252284647
0,alpha054,0.6994610393370894,0.0006156764243312883,1.1836312665811537
0,alpha055,0.8363138234051064,0.0007114111622365803,1.2194086019735493
0,alpha057,-0.29460911181901317,-0.00033034674005563946,0.8196569816868199
0,alpha059,0.03964484343254193,3.624896102782193e-05,0.9600933849691633
0,alpha060,0.8567990182192242,0.0009259761476643926,1.277996814318668
0,alpha061,-0.6184809188723634,-0.0005395636614243494,0.7941263350440806
0,alpha062,-0.40381207844570777,-0.00032386134820057384,0.8535401308273473
0,alpha063,1.0453029340897038,0.001143997495162676,1.3957690271702552
0,alpha065,-0.490637504976332,-0.0006203158558054643,0.7216167812486026
0,alpha066,0.5109377393663036,0.0006419293478833631,1.1349075719434762
0,alpha067,0.7090001663777762,0.0007362337859256626,1.215332885442872
0,alpha068,-0.07638172988385519,-7.143177957415472e-05,0.9187111146896881
0,alpha070,-0.16365840352459987,-0.00017065575624465097,0.8747860689716417
0,alpha071,0.9341573494378986,0.001184643536759451,1.3530759669158412
0,alpha072,-0.6450637726831078,-0.0007591032199901499,0.6964826464068599
0,alpha073,0.9316643711704531,0.0008223479600325196,1.2533711132455203
0,alpha074,0.5214186459991875,0.0004514339130601204,1.114514430990858
0,alpha076,-0.24400979455719388,-0.00018595848931766753,0.9046989633297557
0,alpha077,0.07073925381714195,5.9571248459527694e-05,0.977675662275519
0,alpha078,1.9448870462816692,0.0019324119171658133,1.8171260743504458
0,alpha079,1.2041742576229095,0.0013096678555235938,1.4822560506552511
0,alpha080,0.7284161797445646,0.0006723109756764538,1.2032585128331752
0,alpha081,1.0700571604434999,0.0012117009335426874,1.4279819292492026
0,alpha082,-0.4706609407402254,-0.0005585088213089621,0.7473321229794507
0,alpha083,-0.3187597501619339,-0.00025292267653006926,0.8839957018515181
0,alpha084,0.8344189068762895,0.0009103719393696629,1.2694231950418826
0,alpha085,-0.22710848028009237,-0.00019093453497477354,0.9061106408294962
0,alpha087,-0.10476820893462162,-7.442974165692494e-05,0.9439182120063693
0,alpha088,1.3517191946499558,0.001714598788503154,1.6273959130726166
0,alpha089,-0.7946795805681147,-0.0007841886082870067,0.7050040370016535
0,alpha090,-1.2488909467691853,-0.0008670951429712644,0.7587302854074917
0,alpha091,0.4889460965751392,0.00037874255306944837,1.0978546524733495
0,alpha093,-0.37354532229032855,-0.0003403002673566482,0.8433497915224311
0,alpha094,0.7299209455234237,0.0007316895843610212,1.2008885976085948
0,alpha095,-0.7861923350874646,-0.0008474655958105034,0.6931649164028016
0,alpha096,-0.10202396100865048,-0.00011303721231728624,0.8869639642766014
0,alpha097,0.3196176254976599,0.00032841103956499014,1.0498055875017986
0,alpha099,-0.9916463592712386,-0.0007965760257716384,0.7409744912052415
0,alpha100,0.4463254358115983,0.0004531873440210435,1.0960767610192308
0,alpha102,0.9368863721683702,0.000918274982772648,1.3077092930618655
0,alpha104,-0.5721244334421468,-0.00039488416591081414,0.8473162764522428
0,alpha105,-0.0030556178972104293,-2.5116479396378024e-06,0.9582064982302703
0,alpha106,0.7133942794728407,0.0006088159174825027,1.1758562744120868
0,alpha107,0.5792390546857699,0.00046943836349522765,1.134765052460947
0,alpha108,0.46544579419996446,0.000450072023777859,1.0762421848962007
0,alpha109,0.924496701448742,0.0010518549858801682,1.34254393708835
0,alpha110,1.7222662390885541,0.0016367410594699929,1.6569689951752558
0,alpha111,-1.0896367222321917,-0.0012673267815997565,0.5768429588787077
0,alpha112,0.5934484374170043,0.0006012630811565611,1.156736099838865
0,alpha113,-0.7411706793994867,-0.0004905808981463207,0.8241366326068101
0,alpha114,0.8695886769775735,0.0007416151121010845,1.243000202622303
0,alpha115,-0.2955473247909854,-0.00023246171070543498,0.8867897335439731
0,alpha116,-0.5149472605775083,-0.00044324283039327736,0.8186217950754403
0,alpha117,1.79076547637191,0.001974367289985963,1.4940559336585446
0,alpha118,1.6545186081412653,0.0015696039082683147,1.6219116537941964
0,alpha119,-0.5287116726429705,-0.000457573634984083,0.8242844856662996
0,alpha120,0.21170480339728132,0.00023421567652336984,1.0042778762252447
0,alpha121,0.4094534369011442,0.00036671858597830715,1.0642937519935127
0,alpha122,-0.3623786940464363,-0.00026818579188461305,0.8751367831177219
0,alpha124,-0.9222235377455268,-0.0007695939440837827,0.7416147604138187
0,alpha125,1.044713380961741,0.0007973857888780068,1.2545335582670465
0,alpha126,-0.23834062636161002,-0.00022560024446779766,0.8672963061814565
0,alpha127,-0.2262560051377681,-0.00033876122539644503,0.7759327103165581
0,alpha128,-0.7702283347509193,-0.0007178363824714991,0.7356971057291611
0,alpha129,-0.24903991398592148,-0.00024077866329683906,0.8638424146953987
0,alpha130,0.3683856857892147,0.0002864983745147963,1.063200579609157
0,alpha131,-0.4955763871936136,-0.00036190855485770506,0.8597707411812746
0,alpha132,-0.3347067790511752,-0.0003657269734206474,0.8160409329681743
0,alpha134,0.6867700147716671,0.0007681898821006009,1.208635152668795
0,alpha135,0.2293710836012537,0.00030334082669527336,0.9947781916602308
0,alpha136,0.4459100627053406,0.0003970253878335975,1.093268393554132
0,alpha138,-0.038043466786719424,-3.58420238492778e-05,0.9389793132173254
0,alpha139,0.8656745138225542,0.0008625406520880983,1.273186288940473
0,alpha140,-0.6409392452271854,-0.0006843760807531429,0.7837218131680344
0,alpha141,-2.2298509237174025,-0.0015088864446232647,0.5939607989596901
0,alpha142,0.27867312059069527,0.00024157711556227634,1.0361678502997866
0,alpha144,0.8264122015171597,0.0007420005626471899,1.2282423358459904
0,alpha145,0.3293478409153889,0.00028349670571170457,1.0518558156150035
0,alpha146,-0.3098761921179424,-0.0003096109525792286,0.8450007527473725
0,alpha147,-0.05793002877438761,-5.112877835136836e-05,0.9346846214420463
0,alpha150,0.1981958403281577,0.00021991638763271332,0.9979401237361529
0,alpha151,0.8358656340480309,0.0006740841100299066,1.2085744821439492
0,alpha152,2.2578014880844703,0.002561081617505288,2.140447361065937
0,alpha153,-0.3180052747185595,-0.00031167136562251796,0.8457773539638559
0,alpha155,1.5271361503733887,0.0015375592284088,1.6326473538007493
0,alpha156,1.24310999660441,0.0013650698923719311,1.5037160113044954
0,alpha157,0.45963972475951376,0.00038524574307827566,1.094552920445116
0,alpha158,-0.007324325585584084,-1.1076223885095777e-05,0.8577150259774319
0,alpha159,0.02439698280450976,4.102545299721644e-05,0.8525282266839088
0,alpha160,-1.0163538415223623,-0.00103157244792503,0.6564264265405303
0,alpha161,0.019342934626214857,1.7533923754074037e-05,0.9535054091389185
0,alpha162,0.0353515850259516,3.435819819449266e-05,0.9619988507363435
0,alpha163,1.4192185912582695,0.001233184775622132,1.4575737288387816
0,alpha164,0.4782771984732188,0.0004335668159869326,1.1053866535006474
0,alpha165,0.5579693307639901,0.0005352978136718972,1.1053595392778355
0,alpha166,-0.9421259518260428,-0.0011033924456695986,0.6446118869501161
0,alpha167,-0.4598704403559976,-0.00043898648909798145,0.8069664925590798
0,alpha168,-0.7885942936608997,-0.0007289117701918294,0.7374610439108332
0,alpha169,0.8658367980219596,0.0007154171710917565,1.2181371767561215
0,alpha170,-0.6053131737791525,-0.0005041878678593078,0.8051145051573891
0,alpha171,-0.14742271996727854,-0.0001623047223394756,0.8688941036707346
0,alpha172,1.5581484886501193,0.0012921205385010741,1.4940839574994569
0,alpha173,-0.5328179408462355,-0.0005084055745772791,0.7819057809618564
0,alpha174,-1.0472422770819154,-0.0010661664738931844,0.650405494484158
0,alpha175,0.0941515120121473,8.595840710102972e-05,0.9754383942627185
0,alpha176,-0.25533738296321945,-0.00018653284967702245,0.9059652326723351
0,alpha178,0.6605370708815104,0.0008430094978368135,1.2207942985679339
0,alpha179,1.0876991869507888,0.0008859250226961979,1.3085171220469758
0,alpha183,0.21174118449031346,0.00019011454734354556,1.0151968276469778
0,alpha184,1.649750280163447,0.0015342964299063504,1.253431450735149
0,alpha185,-0.4395497579986812,-0.0005299414603527468,0.748653875611242
0,alpha186,1.5318035898901383,0.001266495363542527,1.4712088779966208
0,alpha187,0.05634667691389532,5.007252286360086e-05,0.96728463282576
0,alpha188,-0.7416177244492259,-0.0007678559392549352,0.7044348474890737
0,alpha189,0.20012981320779544,0.00017193245520496744,1.011955473722806
0,alpha191,1.4742447569652524,0.0012655224939643519,1.5001117202203151
