,IC Mean,IC Std.,Risk-Adjusted IC,t-stat(IC),p-value(IC),IC Skew,IC Kurtosis,AlphaName
1D,0.005820423420892401,0.08740484452799896,0.06659154252059686,1.2669905050033452,0.2059754527662934,-0.4641773504147435,0.17481121975371705,alpha020
1D,0.0054418755446821974,0.08535405712474368,0.06375649533248287,1.1825068286465976,0.23782371560315663,-0.022172926185927044,0.06561739739090111,alpha022
1D,0.01158312724009045,0.11257392808643017,0.10289351572770336,,,,,alpha024
1D,0.030717541540556875,0.1134791313798493,0.27068890259422135,5.020531227246412,8.298062019157619e-07,0.18947539384664383,0.6819023071837775,alpha025
1D,0.021939046635802175,0.09312504761223447,0.23558695751925599,,,,,alpha026
1D,-0.0020245186681381805,0.09864507815595655,-0.02052326082541537,-0.3910206353526814,0.6960120159862542,-0.03576443403258,-0.23425862214511906,alpha028
1D,0.012208482588868759,0.10465302264802634,0.11665676040651846,2.1886748300027197,0.02927891192806752,0.02196753184492796,0.41150697608139586,alpha029
1D,0.009895686311186163,0.10935909642882742,0.09048800359855229,1.678302447584032,0.0941988783178135,0.09840875129176758,-0.10022087625983378,alpha030
1D,0.011983393119626057,0.09688114816677808,0.1236916917932991,2.2941391215069853,0.022386343132859306,-0.01619315382059918,0.834415051777091,alpha031
1D,0.08629813748375975,0.16423457414801237,0.5254565789903999,9.928209710533567,1.1450802886246173e-20,-0.22773172439089734,-0.19156842486745118,alpha032
1D,0.035163327395389375,0.17902457951011708,0.19641619877901859,3.742231192862893,0.00021203666947259553,0.28824644246900444,0.2792652399826183,alpha033
1D,0.018584430303535782,0.11877160520932833,0.1564719974170742,2.9770827874278822,0.0031064340027597893,0.06957186973132304,0.09334231594646925,alpha034
1D,0.013434709992213014,0.11143357718030618,0.12056249410781143,1.5439532562941647,0.12453889508992153,0.24774230162470684,-0.11725870037179664,alpha036
1D,0.014645795006655662,0.11295031665137834,0.12966581627088283,2.470465599646662,0.013953790250194288,0.0722594000553074,0.1784902760508973,alpha037
1D,0.031688891743568,0.14841110631922058,0.21352102635369954,4.017374137179481,7.194609544918815e-05,0.36061788206745815,0.881068348533991,alpha038
1D,0.007899459554958639,0.13290307413527913,0.05943774894866579,0.6318319381050329,0.5287842730210166,0.09202172713829726,0.8469509528865751,alpha039
1D,0.029324415925782395,0.10453387613054521,0.28052548141581524,5.27805543606218,2.2851226925901868e-07,-0.12882106981885155,-0.10059339593111138,alpha040
1D,0.00978068026863646,0.10852667832854168,0.0901223590298001,1.7170615521133528,0.08682324641752989,0.24540789806327198,0.6802890650213627,alpha041
1D,-0.008340654492318534,0.153764121796475,-0.054243177113568644,-1.0334713259712407,0.3020733050207524,0.4011957202836118,0.061498116984417095,alpha042
1D,0.013908319138049774,0.10753048726933077,0.12934303090447005,,,,,alpha043
1D,0.047088186368704106,0.09058144207574607,0.5198436378317757,9.849630926999687,2.06235976549686e-20,-0.14688112888952126,-0.2809550108980159,alpha044
1D,0.00955447095473956,0.08617192130777036,0.11087684723443676,2.0414592600999617,0.0419813592054283,-0.25585533212445777,0.7819002695877435,alpha045
1D,-0.03015912961024725,0.12426820163894067,-0.2426938606376081,-4.501300549504359,9.264922118642035e-06,0.09235338732328026,-0.5205702159309742,alpha047
1D,0.024381697612386913,0.10823584611660234,0.2252645356153131,,,,,alpha049
1D,0.0354827509001092,0.07538869957310701,0.4706640531144905,,,,,alpha050
1D,0.024473212707645152,0.11234066237583673,0.21784821444055397,,,,,alpha051
1D,0.005784462903807746,0.1524707038563733,0.037938192436342943,0.420754908202447,0.6746743086878177,0.030616711428778382,-0.3576867125691061,alpha052
1D,0.026146770483857905,0.12054312632282511,0.2169080169186466,4.0810999843752045,5.546718277448727e-05,0.3706256478369356,0.5862604560749283,alpha053
1D,-0.013901376419548887,0.1361597027622443,-0.10209611314900431,-1.9451922075231396,0.052525750957343485,0.08349064328325402,0.16599705446747803,alpha054
1D,0.026403130083337622,0.07244984201323,0.3644332320078237,6.788638925831075,4.935708529885916e-11,0.025477863018640818,-0.37648795028596327,alpha055
1D,0.014440063926708274,0.11097541146570698,0.13011948985807964,2.3744578721107383,0.018142767898438123,0.37746552918535664,1.0401274474982536,alpha057
1D,-0.001985047286321912,0.12758324937362597,-0.015558839393631728,-0.29273781627934,0.7698945584723765,0.1411820453717795,0.2709734817514673,alpha060
1D,0.005895130951461762,0.07297481620749806,0.0807830873420692,1.5048221817142333,0.13328208234011862,-0.0746934774521348,-0.19534839828663175,alpha066
1D,0.02367216745014503,0.0952714734929976,0.24847067629204792,4.574830324199182,6.700810934934699e-06,-0.06915588933741083,0.14210800061105022,alpha072
1D,-0.013267432125616154,0.0990500183385519,-0.13394679120874278,-2.403589233997392,0.016801703465387514,0.007707017184720001,0.09383832688827898,alpha077
1D,0.022739534511804587,0.08890419881764289,0.2557757092940808,,,,,alpha078
1D,0.009865562433471411,0.11450265378184743,0.08616012037823563,1.627947537441659,0.10442065245813369,0.3525347451301241,0.9776557642101942,alpha083
1D,-0.01313034667210504,0.1126508300554739,-0.11655792208223514,,,,,alpha084
1D,0.012747810382018622,0.09136322161081953,0.13952890624107528,2.5991355370315503,0.00974592410855442,0.1101232894530359,-0.0925346330228427,alpha085
1D,0.0729852589766895,0.14155881570270104,0.5155825768560516,,,,,alpha088
1D,-0.0002573278906615739,0.11901136393875267,-0.0021622127681353493,,,,,alpha094
1D,-0.009282827564944007,0.08467572734265001,-0.10962796371833906,-1.9914908590248976,0.04725346650436776,-0.0015245496677095969,0.15823991618641786,alpha098
1D,-0.025035268859173735,0.13741969815270785,-0.18218107880977336,-3.4710157314386096,0.0005811244193535261,-0.3037363269301116,1.0612960885989384,alpha101
